Product: Custom Silver Necklace, Date: 2023-03-14, Sale Price: $71.22, Platform: Facebook, Likes: 85, Shares: 33, Comments: 28, Inquiries: 6,Sales: 3
Product: Artisan Glass Earrings, Date: 2023-04-28, Sale Price: $65.72, Platform: Instagram, Likes: 181, Shares: 74, Comments: 40, Inquiries: 9,Sales: 3
Product: Organic Cotton Scarf, Date: 2023-04-09, Sale Price: $31.67, Platform: Instagram, Likes: 107, Shares: 70, Comments: 6, Inquiries: 5,Sales: 2
Product: Decorative Beaded Bracelet, Date: 2023-04-17, Sale Price: $58.11, Platform: Instagram, Likes: 467, Shares: 29, Comments: 42, Inquiries: 13,Sales: 5
Product: Decorative Beaded Bracelet, Date: 2023-05-29, Sale Price: $30.81, Platform: Facebook, Likes: 280, Shares: 77, Comments: 31, Inquiries: 0,Sales: 0
Product: Decorative Beaded Bracelet, Date: 2023-04-06, Sale Price: $80.62, Platform: Facebook, Likes: 389, Shares: 52, Comments: 5, Inquiries: 17,Sales: 8
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-11, Sale Price: $28.03, Platform: Instagram, Likes: 441, Shares: 59, Comments: 8, Inquiries: 4,Sales: 1
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-03, Sale Price: $70.53, Platform: Facebook, Likes: 119, Shares: 34, Comments: 16, Inquiries: 0,Sales: 0
Product: Decorative Beaded Bracelet, Date: 2023-05-23, Sale Price: $78.83, Platform: Facebook, Likes: 67, Shares: 63, Comments: 25, Inquiries: 5,Sales: 2
Product: Personalized Leather Wallet, Date: 2023-05-30, Sale Price: $62.06, Platform: Facebook, Likes: 324, Shares: 16, Comments: 13, Inquiries: 12,Sales: 6
Product: Handmade Ceramic Vase, Date: 2023-03-04, Sale Price: $70.34, Platform: Twitter, Likes: 244, Shares: 43, Comments: 21, Inquiries: 20,Sales: 4
Product: Handcrafted Wooden Bowl, Date: 2023-03-26, Sale Price: $74.01, Platform: Instagram, Likes: 333, Shares: 32, Comments: 34, Inquiries: 5,Sales: 2
Product: Handcrafted Wooden Bowl, Date: 2023-04-23, Sale Price: $24.82, Platform: Facebook, Likes: 104, Shares: 51, Comments: 40, Inquiries: 9,Sales: 4
Product: Organic Cotton Scarf, Date: 2023-04-19, Sale Price: $59.98, Platform: Twitter, Likes: 260, Shares: 54, Comments: 34, Inquiries: 15,Sales: 3
Product: Decorative Beaded Bracelet, Date: 2023-04-06, Sale Price: $63.88, Platform: Twitter, Likes: 402, Shares: 40, Comments: 9, Inquiries: 3,Sales: 0
Product: Artisan Glass Earrings, Date: 2023-03-08, Sale Price: $27.1, Platform: Instagram, Likes: 269, Shares: 76, Comments: 5, Inquiries: 6,Sales: 2
Product: Vintage Style Linen Dress, Date: 2023-03-11, Sale Price: $55.0, Platform: Instagram, Likes: 219, Shares: 89, Comments: 13, Inquiries: 8,Sales: 3
Product: Personalized Leather Wallet, Date: 2023-04-23, Sale Price: $30.49, Platform: Twitter, Likes: 273, Shares: 25, Comments: 8, Inquiries: 5,Sales: 1
Product: Decorative Beaded Bracelet, Date: 2023-04-05, Sale Price: $70.34, Platform: Facebook, Likes: 335, Shares: 78, Comments: 36, Inquiries: 3,Sales: 1
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-14, Sale Price: $95.02, Platform: Twitter, Likes: 70, Shares: 14, Comments: 45, Inquiries: 17,Sales: 3
Product: Handmade Ceramic Vase, Date: 2023-03-17, Sale Price: $98.36, Platform: Instagram, Likes: 413, Shares: 10, Comments: 16, Inquiries: 13,Sales: 5
Product: Custom Silver Necklace, Date: 2023-03-31, Sale Price: $95.43, Platform: Facebook, Likes: 468, Shares: 74, Comments: 10, Inquiries: 10,Sales: 5
Product: Organic Cotton Scarf, Date: 2023-04-17, Sale Price: $81.11, Platform: Instagram, Likes: 445, Shares: 15, Comments: 19, Inquiries: 12,Sales: 4
Product: Natural Stone Coaster Set, Date: 2023-03-22, Sale Price: $47.34, Platform: Twitter, Likes: 295, Shares: 51, Comments: 35, Inquiries: 20,Sales: 4
Product: Natural Stone Coaster Set, Date: 2023-03-28, Sale Price: $93.31, Platform: Twitter, Likes: 412, Shares: 49, Comments: 39, Inquiries: 5,Sales: 1
Product: Personalized Leather Wallet, Date: 2023-05-21, Sale Price: $81.82, Platform: Twitter, Likes: 280, Shares: 48, Comments: 25, Inquiries: 17,Sales: 3
Product: Natural Stone Coaster Set, Date: 2023-04-19, Sale Price: $62.42, Platform: Facebook, Likes: 87, Shares: 99, Comments: 26, Inquiries: 8,Sales: 4
Product: Organic Cotton Scarf, Date: 2023-05-08, Sale Price: $34.07, Platform: Facebook, Likes: 474, Shares: 35, Comments: 46, Inquiries: 7,Sales: 3
Product: Natural Stone Coaster Set, Date: 2023-05-28, Sale Price: $72.9, Platform: Facebook, Likes: 143, Shares: 46, Comments: 43, Inquiries: 1,Sales: 0
Product: Organic Cotton Scarf, Date: 2023-03-17, Sale Price: $92.86, Platform: Twitter, Likes: 216, Shares: 45, Comments: 10, Inquiries: 3,Sales: 0
Product: Decorative Beaded Bracelet, Date: 2023-04-27, Sale Price: $69.45, Platform: Instagram, Likes: 135, Shares: 34, Comments: 29, Inquiries: 3,Sales: 1
Product: Decorative Beaded Bracelet, Date: 2023-04-02, Sale Price: $78.88, Platform: Facebook, Likes: 350, Shares: 49, Comments: 47, Inquiries: 15,Sales: 7
Product: Personalized Leather Wallet, Date: 2023-05-30, Sale Price: $45.03, Platform: Twitter, Likes: 238, Shares: 45, Comments: 47, Inquiries: 14,Sales: 2
Product: Vintage Style Linen Dress, Date: 2023-03-02, Sale Price: $42.78, Platform: Facebook, Likes: 493, Shares: 53, Comments: 24, Inquiries: 20,Sales: 10
Product: Natural Stone Coaster Set, Date: 2023-03-20, Sale Price: $78.97, Platform: Instagram, Likes: 155, Shares: 43, Comments: 7, Inquiries: 9,Sales: 3
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-14, Sale Price: $71.64, Platform: Facebook, Likes: 155, Shares: 48, Comments: 41, Inquiries: 12,Sales: 6
Product: Vintage Style Linen Dress, Date: 2023-04-24, Sale Price: $21.06, Platform: Facebook, Likes: 496, Shares: 97, Comments: 43, Inquiries: 19,Sales: 9
Product: Handmade Ceramic Vase, Date: 2023-04-29, Sale Price: $88.74, Platform: Facebook, Likes: 193, Shares: 26, Comments: 21, Inquiries: 11,Sales: 5
Product: Organic Cotton Scarf, Date: 2023-05-11, Sale Price: $23.17, Platform: Instagram, Likes: 426, Shares: 19, Comments: 21, Inquiries: 2,Sales: 0
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-01, Sale Price: $88.92, Platform: Instagram, Likes: 130, Shares: 48, Comments: 24, Inquiries: 19,Sales: 7
Product: Organic Cotton Scarf, Date: 2023-03-15, Sale Price: $94.23, Platform: Facebook, Likes: 462, Shares: 76, Comments: 25, Inquiries: 14,Sales: 7
Product: Decorative Beaded Bracelet, Date: 2023-04-05, Sale Price: $47.65, Platform: Instagram, Likes: 290, Shares: 11, Comments: 31, Inquiries: 5,Sales: 2
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-22, Sale Price: $24.34, Platform: Twitter, Likes: 80, Shares: 61, Comments: 5, Inquiries: 17,Sales: 3
Product: Natural Stone Coaster Set, Date: 2023-04-17, Sale Price: $63.69, Platform: Facebook, Likes: 322, Shares: 63, Comments: 9, Inquiries: 16,Sales: 8
Product: Natural Stone Coaster Set, Date: 2023-03-23, Sale Price: $74.56, Platform: Twitter, Likes: 63, Shares: 15, Comments: 9, Inquiries: 0,Sales: 0
Product: Handmade Ceramic Vase, Date: 2023-04-14, Sale Price: $48.79, Platform: Instagram, Likes: 144, Shares: 48, Comments: 8, Inquiries: 10,Sales: 4
Product: Custom Silver Necklace, Date: 2023-04-26, Sale Price: $94.7, Platform: Twitter, Likes: 155, Shares: 57, Comments: 24, Inquiries: 15,Sales: 3
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-30, Sale Price: $29.81, Platform: Facebook, Likes: 485, Shares: 37, Comments: 35, Inquiries: 8,Sales: 4
Product: Decorative Beaded Bracelet, Date: 2023-03-03, Sale Price: $74.73, Platform: Instagram, Likes: 428, Shares: 64, Comments: 15, Inquiries: 16,Sales: 6
Product: Personalized Leather Wallet, Date: 2023-03-01, Sale Price: $85.27, Platform: Instagram, Likes: 97, Shares: 12, Comments: 13, Inquiries: 2,Sales: 0
Product: Custom Silver Necklace, Date: 2023-03-20, Sale Price: $79.54, Platform: Facebook, Likes: 105, Shares: 28, Comments: 12, Inquiries: 18,Sales: 9
Product: Personalized Leather Wallet, Date: 2023-05-13, Sale Price: $45.14, Platform: Instagram, Likes: 408, Shares: 58, Comments: 31, Inquiries: 14,Sales: 5
Product: Artisan Glass Earrings, Date: 2023-04-02, Sale Price: $93.28, Platform: Instagram, Likes: 480, Shares: 70, Comments: 38, Inquiries: 7,Sales: 2
Product: Personalized Leather Wallet, Date: 2023-04-12, Sale Price: $97.89, Platform: Facebook, Likes: 278, Shares: 66, Comments: 36, Inquiries: 19,Sales: 9
Product: Personalized Leather Wallet, Date: 2023-04-25, Sale Price: $85.98, Platform: Facebook, Likes: 279, Shares: 50, Comments: 24, Inquiries: 16,Sales: 8
Product: Handcrafted Wooden Bowl, Date: 2023-03-14, Sale Price: $83.2, Platform: Instagram, Likes: 130, Shares: 59, Comments: 14, Inquiries: 20,Sales: 8
Product: Handcrafted Wooden Bowl, Date: 2023-05-08, Sale Price: $43.9, Platform: Instagram, Likes: 78, Shares: 27, Comments: 43, Inquiries: 4,Sales: 1
Product: Organic Cotton Scarf, Date: 2023-04-19, Sale Price: $94.97, Platform: Facebook, Likes: 416, Shares: 46, Comments: 46, Inquiries: 19,Sales: 9
Product: Organic Cotton Scarf, Date: 2023-03-10, Sale Price: $25.74, Platform: Twitter, Likes: 274, Shares: 55, Comments: 31, Inquiries: 5,Sales: 1
Product: Artisan Glass Earrings, Date: 2023-05-21, Sale Price: $49.03, Platform: Instagram, Likes: 399, Shares: 72, Comments: 50, Inquiries: 0,Sales: 0
Product: Handmade Ceramic Vase, Date: 2023-05-21, Sale Price: $88.35, Platform: Twitter, Likes: 474, Shares: 79, Comments: 5, Inquiries: 19,Sales: 3
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-19, Sale Price: $36.39, Platform: Twitter, Likes: 421, Shares: 43, Comments: 14, Inquiries: 0,Sales: 0
Product: Decorative Beaded Bracelet, Date: 2023-05-26, Sale Price: $81.15, Platform: Facebook, Likes: 351, Shares: 18, Comments: 11, Inquiries: 8,Sales: 4
Product: Personalized Leather Wallet, Date: 2023-03-04, Sale Price: $33.3, Platform: Facebook, Likes: 147, Shares: 48, Comments: 15, Inquiries: 8,Sales: 4
Product: Artisan Glass Earrings, Date: 2023-05-14, Sale Price: $80.24, Platform: Instagram, Likes: 451, Shares: 52, Comments: 14, Inquiries: 3,Sales: 1
Product: Decorative Beaded Bracelet, Date: 2023-04-16, Sale Price: $89.02, Platform: Instagram, Likes: 421, Shares: 50, Comments: 10, Inquiries: 18,Sales: 7
Product: Vintage Style Linen Dress, Date: 2023-05-27, Sale Price: $85.59, Platform: Instagram, Likes: 426, Shares: 49, Comments: 24, Inquiries: 14,Sales: 5
Product: Artisan Glass Earrings, Date: 2023-03-19, Sale Price: $57.11, Platform: Twitter, Likes: 461, Shares: 60, Comments: 23, Inquiries: 2,Sales: 0
Product: Custom Silver Necklace, Date: 2023-03-20, Sale Price: $93.25, Platform: Instagram, Likes: 208, Shares: 63, Comments: 25, Inquiries: 1,Sales: 0
Product: Personalized Leather Wallet, Date: 2023-04-07, Sale Price: $60.48, Platform: Instagram, Likes: 483, Shares: 37, Comments: 26, Inquiries: 2,Sales: 0
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-20, Sale Price: $42.06, Platform: Twitter, Likes: 361, Shares: 61, Comments: 19, Inquiries: 2,Sales: 0
Product: Custom Silver Necklace, Date: 2023-04-04, Sale Price: $64.1, Platform: Facebook, Likes: 400, Shares: 100, Comments: 45, Inquiries: 12,Sales: 6
Product: Handmade Ceramic Vase, Date: 2023-04-21, Sale Price: $70.6, Platform: Instagram, Likes: 193, Shares: 53, Comments: 8, Inquiries: 2,Sales: 0
Product: Personalized Leather Wallet, Date: 2023-04-20, Sale Price: $45.97, Platform: Twitter, Likes: 493, Shares: 50, Comments: 42, Inquiries: 19,Sales: 3
Product: Organic Cotton Scarf, Date: 2023-05-10, Sale Price: $72.56, Platform: Instagram, Likes: 401, Shares: 17, Comments: 32, Inquiries: 15,Sales: 6
Product: Custom Silver Necklace, Date: 2023-04-12, Sale Price: $22.11, Platform: Twitter, Likes: 385, Shares: 50, Comments: 8, Inquiries: 2,Sales: 0
Product: Vintage Style Linen Dress, Date: 2023-05-28, Sale Price: $56.44, Platform: Facebook, Likes: 453, Shares: 14, Comments: 41, Inquiries: 1,Sales: 0
Product: Handcrafted Wooden Bowl, Date: 2023-04-30, Sale Price: $90.58, Platform: Twitter, Likes: 88, Shares: 10, Comments: 41, Inquiries: 12,Sales: 2
Product: Natural Stone Coaster Set, Date: 2023-04-23, Sale Price: $23.92, Platform: Instagram, Likes: 301, Shares: 36, Comments: 35, Inquiries: 0,Sales: 0
Product: Personalized Leather Wallet, Date: 2023-05-15, Sale Price: $78.04, Platform: Twitter, Likes: 62, Shares: 75, Comments: 36, Inquiries: 10,Sales: 2
Product: Personalized Leather Wallet, Date: 2023-03-06, Sale Price: $47.89, Platform: Instagram, Likes: 88, Shares: 56, Comments: 33, Inquiries: 5,Sales: 2
Product: Handcrafted Wooden Bowl, Date: 2023-03-01, Sale Price: $93.94, Platform: Instagram, Likes: 449, Shares: 35, Comments: 20, Inquiries: 20,Sales: 8
Product: Custom Silver Necklace, Date: 2023-04-10, Sale Price: $79.23, Platform: Twitter, Likes: 402, Shares: 58, Comments: 9, Inquiries: 19,Sales: 3
Product: Handmade Ceramic Vase, Date: 2023-05-27, Sale Price: $34.96, Platform: Twitter, Likes: 199, Shares: 68, Comments: 20, Inquiries: 11,Sales: 2
Product: Handmade Ceramic Vase, Date: 2023-05-23, Sale Price: $37.27, Platform: Facebook, Likes: 111, Shares: 61, Comments: 49, Inquiries: 2,Sales: 1
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-28, Sale Price: $39.22, Platform: Facebook, Likes: 486, Shares: 34, Comments: 48, Inquiries: 7,Sales: 3
Product: Organic Cotton Scarf, Date: 2023-05-25, Sale Price: $70.27, Platform: Facebook, Likes: 274, Shares: 11, Comments: 6, Inquiries: 20,Sales: 10
Product: Handcrafted Wooden Bowl, Date: 2023-03-01, Sale Price: $85.7, Platform: Facebook, Likes: 96, Shares: 98, Comments: 40, Inquiries: 8,Sales: 4
Product: Custom Silver Necklace, Date: 2023-03-27, Sale Price: $22.89, Platform: Facebook, Likes: 271, Shares: 59, Comments: 33, Inquiries: 9,Sales: 4
Product: Personalized Leather Wallet, Date: 2023-03-12, Sale Price: $84.98, Platform: Facebook, Likes: 392, Shares: 44, Comments: 20, Inquiries: 5,Sales: 2
Product: Artisan Glass Earrings, Date: 2023-03-14, Sale Price: $80.6, Platform: Facebook, Likes: 112, Shares: 95, Comments: 45, Inquiries: 1,Sales: 0
Product: Artisan Glass Earrings, Date: 2023-04-01, Sale Price: $48.56, Platform: Instagram, Likes: 279, Shares: 59, Comments: 12, Inquiries: 0,Sales: 0
Product: Personalized Leather Wallet, Date: 2023-05-13, Sale Price: $67.32, Platform: Facebook, Likes: 450, Shares: 81, Comments: 20, Inquiries: 1,Sales: 0
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-02, Sale Price: $52.6, Platform: Instagram, Likes: 431, Shares: 14, Comments: 28, Inquiries: 13,Sales: 5
Product: Organic Cotton Scarf, Date: 2023-05-22, Sale Price: $72.88, Platform: Twitter, Likes: 377, Shares: 56, Comments: 35, Inquiries: 3,Sales: 0
Product: Artisan Glass Earrings, Date: 2023-05-01, Sale Price: $70.84, Platform: Instagram, Likes: 327, Shares: 77, Comments: 13, Inquiries: 2,Sales: 0
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-02, Sale Price: $85.94, Platform: Instagram, Likes: 281, Shares: 28, Comments: 50, Inquiries: 16,Sales: 6
Product: Artisan Glass Earrings, Date: 2023-05-03, Sale Price: $61.42, Platform: Facebook, Likes: 435, Shares: 63, Comments: 34, Inquiries: 16,Sales: 8
Product: Artisan Glass Earrings, Date: 2023-04-16, Sale Price: $21.1, Platform: Twitter, Likes: 367, Shares: 91, Comments: 33, Inquiries: 11,Sales: 2
Product: Handmade Ceramic Vase, Date: 2023-05-05, Sale Price: $57.83, Platform: Instagram, Likes: 237, Shares: 13, Comments: 47, Inquiries: 10,Sales: 4
Product: Natural Stone Coaster Set, Date: 2023-05-30, Sale Price: $36.29, Platform: Facebook, Likes: 485, Shares: 26, Comments: 36, Inquiries: 16,Sales: 8
Product: Vintage Style Linen Dress, Date: 2023-05-02, Sale Price: $72.69, Platform: Facebook, Likes: 433, Shares: 87, Comments: 26, Inquiries: 1,Sales: 0
Product: Handcrafted Wooden Bowl, Date: 2023-05-23, Sale Price: $20.56, Platform: Facebook, Likes: 261, Shares: 55, Comments: 11, Inquiries: 16,Sales: 8
Product: Custom Silver Necklace, Date: 2023-04-30, Sale Price: $89.7, Platform: Instagram, Likes: 478, Shares: 79, Comments: 8, Inquiries: 9,Sales: 3
Product: Handmade Ceramic Vase, Date: 2023-03-10, Sale Price: $99.3, Platform: Twitter, Likes: 283, Shares: 82, Comments: 9, Inquiries: 1,Sales: 0
Product: Artisan Glass Earrings, Date: 2023-05-09, Sale Price: $82.18, Platform: Facebook, Likes: 455, Shares: 100, Comments: 9, Inquiries: 11,Sales: 5
Product: Custom Silver Necklace, Date: 2023-05-11, Sale Price: $46.26, Platform: Twitter, Likes: 424, Shares: 74, Comments: 27, Inquiries: 4,Sales: 0
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-12, Sale Price: $61.2, Platform: Twitter, Likes: 406, Shares: 93, Comments: 42, Inquiries: 15,Sales: 3
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-17, Sale Price: $67.94, Platform: Facebook, Likes: 296, Shares: 84, Comments: 43, Inquiries: 16,Sales: 8
Product: Artisan Glass Earrings, Date: 2023-04-20, Sale Price: $30.0, Platform: Twitter, Likes: 428, Shares: 49, Comments: 50, Inquiries: 15,Sales: 3
Product: Handcrafted Wooden Bowl, Date: 2023-05-24, Sale Price: $62.6, Platform: Facebook, Likes: 126, Shares: 50, Comments: 21, Inquiries: 18,Sales: 9
Product: Handcrafted Wooden Bowl, Date: 2023-05-19, Sale Price: $48.57, Platform: Twitter, Likes: 495, Shares: 47, Comments: 19, Inquiries: 6,Sales: 1
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-02, Sale Price: $79.65, Platform: Instagram, Likes: 58, Shares: 100, Comments: 10, Inquiries: 20,Sales: 8
Product: Natural Stone Coaster Set, Date: 2023-03-23, Sale Price: $99.76, Platform: Facebook, Likes: 390, Shares: 49, Comments: 50, Inquiries: 1,Sales: 0
Product: Decorative Beaded Bracelet, Date: 2023-05-17, Sale Price: $44.26, Platform: Facebook, Likes: 112, Shares: 79, Comments: 50, Inquiries: 14,Sales: 7
Product: Organic Cotton Scarf, Date: 2023-05-18, Sale Price: $49.66, Platform: Twitter, Likes: 56, Shares: 86, Comments: 40, Inquiries: 14,Sales: 2
Product: Custom Silver Necklace, Date: 2023-04-20, Sale Price: $80.65, Platform: Twitter, Likes: 57, Shares: 76, Comments: 29, Inquiries: 9,Sales: 1
Product: Custom Silver Necklace, Date: 2023-03-29, Sale Price: $35.99, Platform: Instagram, Likes: 186, Shares: 12, Comments: 15, Inquiries: 19,Sales: 7
Product: Vintage Style Linen Dress, Date: 2023-05-17, Sale Price: $99.65, Platform: Facebook, Likes: 71, Shares: 52, Comments: 29, Inquiries: 19,Sales: 9
Product: Vintage Style Linen Dress, Date: 2023-05-11, Sale Price: $42.78, Platform: Twitter, Likes: 471, Shares: 37, Comments: 17, Inquiries: 16,Sales: 3
Product: Organic Cotton Scarf, Date: 2023-03-14, Sale Price: $74.89, Platform: Facebook, Likes: 61, Shares: 89, Comments: 50, Inquiries: 16,Sales: 8
Product: Handcrafted Wooden Bowl, Date: 2023-05-28, Sale Price: $57.22, Platform: Twitter, Likes: 142, Shares: 75, Comments: 49, Inquiries: 16,Sales: 3
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-09, Sale Price: $85.97, Platform: Facebook, Likes: 50, Shares: 50, Comments: 39, Inquiries: 8,Sales: 4
Product: Handmade Ceramic Vase, Date: 2023-03-25, Sale Price: $57.46, Platform: Facebook, Likes: 134, Shares: 76, Comments: 10, Inquiries: 15,Sales: 7
Product: Handcrafted Wooden Bowl, Date: 2023-03-31, Sale Price: $66.49, Platform: Instagram, Likes: 340, Shares: 18, Comments: 8, Inquiries: 5,Sales: 2
Product: Personalized Leather Wallet, Date: 2023-03-04, Sale Price: $90.49, Platform: Twitter, Likes: 140, Shares: 82, Comments: 46, Inquiries: 16,Sales: 3
Product: Personalized Leather Wallet, Date: 2023-05-02, Sale Price: $85.96, Platform: Facebook, Likes: 350, Shares: 81, Comments: 50, Inquiries: 20,Sales: 10
Product: Handmade Ceramic Vase, Date: 2023-03-25, Sale Price: $22.94, Platform: Facebook, Likes: 193, Shares: 41, Comments: 30, Inquiries: 12,Sales: 6
Product: Decorative Beaded Bracelet, Date: 2023-03-19, Sale Price: $80.32, Platform: Facebook, Likes: 261, Shares: 77, Comments: 33, Inquiries: 18,Sales: 9
Product: Decorative Beaded Bracelet, Date: 2023-05-16, Sale Price: $81.69, Platform: Instagram, Likes: 231, Shares: 81, Comments: 5, Inquiries: 7,Sales: 2
Product: Decorative Beaded Bracelet, Date: 2023-04-03, Sale Price: $38.13, Platform: Twitter, Likes: 459, Shares: 94, Comments: 42, Inquiries: 1,Sales: 0
Product: Decorative Beaded Bracelet, Date: 2023-03-04, Sale Price: $55.22, Platform: Facebook, Likes: 356, Shares: 62, Comments: 35, Inquiries: 5,Sales: 2
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-15, Sale Price: $70.91, Platform: Instagram, Likes: 187, Shares: 73, Comments: 24, Inquiries: 17,Sales: 6
Product: Decorative Beaded Bracelet, Date: 2023-05-10, Sale Price: $54.05, Platform: Instagram, Likes: 84, Shares: 30, Comments: 45, Inquiries: 17,Sales: 6
Product: Handmade Ceramic Vase, Date: 2023-05-20, Sale Price: $44.21, Platform: Instagram, Likes: 259, Shares: 73, Comments: 5, Inquiries: 4,Sales: 1
Product: Custom Silver Necklace, Date: 2023-04-24, Sale Price: $83.58, Platform: Facebook, Likes: 69, Shares: 92, Comments: 26, Inquiries: 12,Sales: 6
Product: Artisan Glass Earrings, Date: 2023-05-17, Sale Price: $28.39, Platform: Facebook, Likes: 246, Shares: 20, Comments: 13, Inquiries: 17,Sales: 8
Product: Artisan Glass Earrings, Date: 2023-03-06, Sale Price: $77.64, Platform: Instagram, Likes: 201, Shares: 62, Comments: 43, Inquiries: 16,Sales: 6
Product: Handmade Ceramic Vase, Date: 2023-03-14, Sale Price: $65.8, Platform: Twitter, Likes: 203, Shares: 55, Comments: 10, Inquiries: 12,Sales: 2
Product: Organic Cotton Scarf, Date: 2023-04-04, Sale Price: $77.65, Platform: Twitter, Likes: 200, Shares: 25, Comments: 10, Inquiries: 8,Sales: 1
Product: Custom Silver Necklace, Date: 2023-05-08, Sale Price: $24.52, Platform: Twitter, Likes: 132, Shares: 13, Comments: 33, Inquiries: 9,Sales: 1
Product: Vintage Style Linen Dress, Date: 2023-05-16, Sale Price: $73.63, Platform: Twitter, Likes: 145, Shares: 71, Comments: 25, Inquiries: 8,Sales: 1
Product: Organic Cotton Scarf, Date: 2023-04-07, Sale Price: $79.46, Platform: Instagram, Likes: 55, Shares: 98, Comments: 45, Inquiries: 0,Sales: 0
Product: Artisan Glass Earrings, Date: 2023-05-23, Sale Price: $87.23, Platform: Facebook, Likes: 419, Shares: 99, Comments: 45, Inquiries: 5,Sales: 2
Product: Vintage Style Linen Dress, Date: 2023-03-11, Sale Price: $39.8, Platform: Facebook, Likes: 487, Shares: 47, Comments: 17, Inquiries: 17,Sales: 8
Product: Natural Stone Coaster Set, Date: 2023-05-19, Sale Price: $81.98, Platform: Instagram, Likes: 361, Shares: 66, Comments: 21, Inquiries: 2,Sales: 0
Product: Personalized Leather Wallet, Date: 2023-04-07, Sale Price: $79.67, Platform: Instagram, Likes: 183, Shares: 89, Comments: 26, Inquiries: 10,Sales: 4
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-13, Sale Price: $27.7, Platform: Instagram, Likes: 273, Shares: 49, Comments: 16, Inquiries: 2,Sales: 0
Product: Custom Silver Necklace, Date: 2023-05-28, Sale Price: $29.67, Platform: Twitter, Likes: 189, Shares: 71, Comments: 44, Inquiries: 15,Sales: 3
Product: Organic Cotton Scarf, Date: 2023-03-03, Sale Price: $60.89, Platform: Twitter, Likes: 342, Shares: 17, Comments: 46, Inquiries: 15,Sales: 3
Product: Personalized Leather Wallet, Date: 2023-03-24, Sale Price: $90.29, Platform: Twitter, Likes: 126, Shares: 30, Comments: 40, Inquiries: 10,Sales: 2
Product: Decorative Beaded Bracelet, Date: 2023-04-12, Sale Price: $94.82, Platform: Instagram, Likes: 360, Shares: 62, Comments: 39, Inquiries: 10,Sales: 4
Product: Natural Stone Coaster Set, Date: 2023-03-12, Sale Price: $96.68, Platform: Twitter, Likes: 268, Shares: 49, Comments: 22, Inquiries: 10,Sales: 2
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-23, Sale Price: $46.19, Platform: Instagram, Likes: 359, Shares: 99, Comments: 9, Inquiries: 13,Sales: 5
Product: Handmade Ceramic Vase, Date: 2023-04-12, Sale Price: $64.31, Platform: Twitter, Likes: 313, Shares: 27, Comments: 18, Inquiries: 1,Sales: 0
Product: Personalized Leather Wallet, Date: 2023-03-31, Sale Price: $70.87, Platform: Facebook, Likes: 412, Shares: 14, Comments: 25, Inquiries: 1,Sales: 0
Product: Handcrafted Wooden Bowl, Date: 2023-05-17, Sale Price: $92.15, Platform: Facebook, Likes: 265, Shares: 97, Comments: 5, Inquiries: 18,Sales: 9
Product: Natural Stone Coaster Set, Date: 2023-05-21, Sale Price: $88.07, Platform: Facebook, Likes: 272, Shares: 70, Comments: 25, Inquiries: 3,Sales: 1
Product: Handcrafted Wooden Bowl, Date: 2023-05-03, Sale Price: $71.63, Platform: Facebook, Likes: 301, Shares: 74, Comments: 12, Inquiries: 4,Sales: 2
Product: Handcrafted Wooden Bowl, Date: 2023-03-25, Sale Price: $78.73, Platform: Facebook, Likes: 125, Shares: 84, Comments: 38, Inquiries: 16,Sales: 8
Product: Personalized Leather Wallet, Date: 2023-05-17, Sale Price: $50.05, Platform: Twitter, Likes: 397, Shares: 71, Comments: 32, Inquiries: 4,Sales: 0
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-08, Sale Price: $21.4, Platform: Instagram, Likes: 230, Shares: 32, Comments: 18, Inquiries: 3,Sales: 1
Product: Personalized Leather Wallet, Date: 2023-03-08, Sale Price: $25.39, Platform: Twitter, Likes: 78, Shares: 50, Comments: 30, Inquiries: 0,Sales: 0
Product: Handcrafted Wooden Bowl, Date: 2023-05-18, Sale Price: $75.62, Platform: Facebook, Likes: 195, Shares: 67, Comments: 16, Inquiries: 5,Sales: 2
Product: Custom Silver Necklace, Date: 2023-05-15, Sale Price: $21.89, Platform: Facebook, Likes: 295, Shares: 21, Comments: 8, Inquiries: 13,Sales: 6
Product: Decorative Beaded Bracelet, Date: 2023-05-20, Sale Price: $85.77, Platform: Twitter, Likes: 374, Shares: 63, Comments: 28, Inquiries: 7,Sales: 1
