Product,Date,Sale Price,Platform,Likes,Shares,Comments,Inquiries,Sales
Eco-Friendly Bamboo Clock,2023-03-06,20.14,Twitter,154,91,6,16,3
Organic Cotton Scarf,2023-03-15,68.02,Facebook,335,95,11,17,8
Natural Stone Coaster Set,2023-05-14,90.16,Twitter,116,42,16,11,2
Decorative Beaded Bracelet,2023-05-25,34.11,Twitter,292,29,10,6,1
Vintage Style Linen Dress,2023-03-04,26.19,Instagram,50,61,34,4,1
Organic Cotton Scarf,2023-05-12,85.72,Instagram,116,61,6,9,3
Personalized Leather Wallet,2023-04-18,23.46,Twitter,241,20,26,19,3
Custom Silver Necklace,2023-03-14,46.41,Instagram,211,16,5,20,8
Artisan Glass Earrings,2023-03-31,95.41,Instagram,264,92,17,10,4
Custom Silver Necklace,2023-05-06,47.39,Twitter,109,84,40,17,3
Artisan Glass Earrings,2023-03-28,83.31,Instagram,443,96,6,14,5
Artisan Glass Earrings,2023-03-29,90.03,Facebook,111,89,37,16,8
Custom Silver Necklace,2023-04-28,76.21,Facebook,220,29,9,20,10
Personalized Leather Wallet,2023-04-21,47.54,Instagram,485,57,27,6,2
Organic Cotton Scarf,2023-05-25,39.64,Twitter,295,29,42,1,0
Personalized Leather Wallet,2023-05-09,78.75,Facebook,325,94,25,16,8
Handmade Ceramic Vase,2023-04-18,66.89,Twitter,315,82,16,1,0
Natural Stone Coaster Set,2023-05-08,45.62,Facebook,252,64,24,6,3
Decorative Beaded Bracelet,2023-03-05,47.47,Instagram,234,48,11,3,1
Eco-Friendly Bamboo Clock,2023-04-04,88.7,Twitter,383,78,20,20,4
Natural Stone Coaster Set,2023-04-28,34.36,Twitter,272,90,26,3,0
Personalized Leather Wallet,2023-05-02,60.94,Instagram,414,61,39,4,1
Personalized Leather Wallet,2023-05-06,29.8,Facebook,465,80,15,8,4
Decorative Beaded Bracelet,2023-04-29,82.62,Twitter,213,40,18,18,3
Handmade Ceramic Vase,2023-05-27,28.76,Facebook,335,26,13,11,5
Custom Silver Necklace,2023-05-08,49.63,Instagram,229,100,36,8,3
Eco-Friendly Bamboo Clock,2023-04-19,55.5,Twitter,462,19,33,0,0
Natural Stone Coaster Set,2023-03-27,42.02,Instagram,59,94,30,13,5
Custom Silver Necklace,2023-05-02,97.97,Instagram,310,39,30,3,1
Artisan Glass Earrings,2023-04-08,91.25,Twitter,148,66,5,2,0
Decorative Beaded Bracelet,2023-04-03,60.79,Twitter,69,63,29,12,2
Natural Stone Coaster Set,2023-03-03,91.91,Instagram,250,72,27,17,6
Decorative Beaded Bracelet,2023-05-10,24.89,Facebook,262,26,42,1,0
Handmade Ceramic Vase,2023-04-25,71.94,Twitter,365,11,32,6,1
Decorative Beaded Bracelet,2023-05-28,95.37,Instagram,108,11,5,14,5
Handcrafted Wooden Bowl,2023-03-20,56.92,Instagram,277,78,48,3,1
Handmade Ceramic Vase,2023-04-20,21.68,Instagram,54,42,26,6,2
Custom Silver Necklace,2023-04-22,70.38,Twitter,176,67,20,13,2
Artisan Glass Earrings,2023-04-02,35.18,Facebook,481,79,22,2,1
Handcrafted Wooden Bowl,2023-05-02,21.44,Instagram,73,52,18,14,5
Artisan Glass Earrings,2023-03-06,53.31,Facebook,354,27,35,7,3
Vintage Style Linen Dress,2023-05-12,85.24,Instagram,415,75,9,15,6
Handcrafted Wooden Bowl,2023-04-02,21.1,Facebook,397,26,5,10,5
Eco-Friendly Bamboo Clock,2023-04-21,21.06,Twitter,143,91,20,0,0
Decorative Beaded Bracelet,2023-04-20,27.75,Twitter,370,98,50,4,0
Natural Stone Coaster Set,2023-05-22,76.4,Instagram,182,90,28,9,3
Handmade Ceramic Vase,2023-03-15,30.83,Facebook,496,63,10,17,8
Eco-Friendly Bamboo Clock,2023-03-13,89.39,Facebook,216,94,36,15,7
Natural Stone Coaster Set,2023-03-29,77.96,Facebook,89,94,9,10,5
Decorative Beaded Bracelet,2023-03-30,92.24,Twitter,97,84,30,17,3
Decorative Beaded Bracelet,2023-03-09,64.9,Facebook,447,83,46,3,1
Custom Silver Necklace,2023-04-02,25.79,Facebook,334,69,22,3,1
Artisan Glass Earrings,2023-05-10,33.4,Facebook,158,10,30,8,4
Custom Silver Necklace,2023-04-17,34.88,Facebook,485,50,18,5,2
Vintage Style Linen Dress,2023-04-09,82.24,Twitter,91,65,34,19,3
Artisan Glass Earrings,2023-05-26,42.19,Instagram,80,50,36,13,5
Vintage Style Linen Dress,2023-05-15,52.55,Instagram,314,75,9,7,2
Eco-Friendly Bamboo Clock,2023-03-15,22.81,Twitter,225,79,20,9,1
Organic Cotton Scarf,2023-03-15,40.65,Facebook,91,20,29,14,7
Personalized Leather Wallet,2023-03-31,71.3,Facebook,483,35,26,1,0
Decorative Beaded Bracelet,2023-04-12,75.66,Facebook,62,65,44,13,6
Vintage Style Linen Dress,2023-04-08,49.06,Instagram,317,33,41,19,7
Handcrafted Wooden Bowl,2023-03-03,93.9,Twitter,325,11,34,0,0
Custom Silver Necklace,2023-03-30,25.25,Twitter,274,24,14,9,1
Organic Cotton Scarf,2023-05-08,40.61,Twitter,273,63,46,9,1
Eco-Friendly Bamboo Clock,2023-04-21,53.27,Facebook,87,36,38,2,1
Decorative Beaded Bracelet,2023-04-26,48.14,Instagram,128,66,43,14,5
Custom Silver Necklace,2023-03-05,94.37,Twitter,132,53,40,13,2
Natural Stone Coaster Set,2023-03-28,93.55,Facebook,128,38,28,6,3
Custom Silver Necklace,2023-04-18,23.11,Instagram,222,77,43,8,3
Custom Silver Necklace,2023-05-23,99.44,Instagram,136,23,34,8,3
Handcrafted Wooden Bowl,2023-05-17,62.78,Instagram,134,92,30,14,5
Decorative Beaded Bracelet,2023-05-25,92.31,Facebook,184,36,35,11,5
Handmade Ceramic Vase,2023-04-20,48.76,Twitter,359,70,33,13,2
Natural Stone Coaster Set,2023-03-29,21.79,Facebook,314,57,40,1,0
Eco-Friendly Bamboo Clock,2023-03-01,31.12,Facebook,175,90,32,8,4
Handmade Ceramic Vase,2023-03-17,80.21,Facebook,449,45,43,11,5
Custom Silver Necklace,2023-04-25,98.36,Facebook,244,49,24,1,0
Vintage Style Linen Dress,2023-03-22,86.47,Twitter,70,22,23,3,0
Personalized Leather Wallet,2023-04-16,63.17,Facebook,476,18,22,1,0
Eco-Friendly Bamboo Clock,2023-03-24,48.01,Facebook,497,45,38,19,9
Natural Stone Coaster Set,2023-04-22,49.95,Twitter,260,40,24,4,0
Handmade Ceramic Vase,2023-03-14,30.11,Twitter,429,41,42,0,0
Decorative Beaded Bracelet,2023-04-26,44.83,Instagram,332,77,40,9,3
Artisan Glass Earrings,2023-04-06,60.61,Facebook,311,64,7,0,0
Custom Silver Necklace,2023-05-11,62.18,Facebook,382,52,14,17,8
Custom Silver Necklace,2023-05-15,45.38,Facebook,249,40,35,10,5
Decorative Beaded Bracelet,2023-03-21,64.87,Instagram,381,45,42,3,1
Handmade Ceramic Vase,2023-03-06,27.22,Facebook,71,37,18,19,9
Personalized Leather Wallet,2023-03-15,96.0,Twitter,342,10,25,20,4
Custom Silver Necklace,2023-05-14,64.94,Facebook,74,58,36,11,5
Personalized Leather Wallet,2023-03-15,82.87,Facebook,276,40,5,14,7
Natural Stone Coaster Set,2023-05-18,28.02,Instagram,286,70,30,11,4
Artisan Glass Earrings,2023-03-14,64.57,Instagram,406,48,29,1,0
Decorative Beaded Bracelet,2023-04-21,22.68,Facebook,163,82,14,4,2
Artisan Glass Earrings,2023-05-18,81.06,Twitter,51,41,25,0,0
Handmade Ceramic Vase,2023-04-21,82.98,Twitter,324,24,31,2,0
Eco-Friendly Bamboo Clock,2023-05-17,78.07,Facebook,66,16,49,16,8
Natural Stone Coaster Set,2023-05-18,43.21,Instagram,419,46,38,2,0
Handmade Ceramic Vase,2023-03-17,68.67,Instagram,271,28,18,20,8
Handmade Ceramic Vase,2023-05-17,42.9,Instagram,249,24,46,12,4
Artisan Glass Earrings,2023-05-01,34.32,Twitter,210,76,12,8,1
Natural Stone Coaster Set,2023-04-03,31.5,Facebook,392,97,29,5,2
Decorative Beaded Bracelet,2023-03-20,32.32,Twitter,458,25,13,16,3
Decorative Beaded Bracelet,2023-03-08,81.9,Instagram,421,52,24,1,0
Organic Cotton Scarf,2023-03-03,28.59,Instagram,97,76,29,9,3
Handcrafted Wooden Bowl,2023-03-05,83.52,Twitter,276,99,48,12,2
Custom Silver Necklace,2023-04-19,70.8,Instagram,59,72,35,19,7
Handmade Ceramic Vase,2023-04-03,40.23,Instagram,94,35,24,1,0
Handmade Ceramic Vase,2023-03-21,41.59,Facebook,89,57,29,18,9
Custom Silver Necklace,2023-03-26,23.74,Twitter,490,14,23,8,1
Vintage Style Linen Dress,2023-05-17,54.58,Facebook,344,61,48,2,1
Eco-Friendly Bamboo Clock,2023-04-28,96.87,Facebook,272,99,29,10,5
Decorative Beaded Bracelet,2023-05-09,26.64,Facebook,384,47,22,2,1
Artisan Glass Earrings,2023-03-10,46.79,Facebook,162,69,7,8,4
Organic Cotton Scarf,2023-03-04,38.67,Twitter,358,16,34,3,0
Handmade Ceramic Vase,2023-03-25,34.0,Instagram,310,81,47,3,1
Custom Silver Necklace,2023-05-16,61.49,Facebook,50,18,20,19,9
Vintage Style Linen Dress,2023-04-29,55.36,Instagram,401,31,13,7,2
Decorative Beaded Bracelet,2023-04-10,57.62,Twitter,449,25,19,0,0
Artisan Glass Earrings,2023-05-24,51.23,Twitter,395,77,16,13,2
Handmade Ceramic Vase,2023-05-25,98.36,Twitter,189,20,34,3,0
Organic Cotton Scarf,2023-05-11,20.74,Facebook,331,31,45,20,10
Organic Cotton Scarf,2023-05-03,38.12,Twitter,228,70,23,18,3
Organic Cotton Scarf,2023-05-13,43.35,Facebook,362,59,42,5,2
Vintage Style Linen Dress,2023-03-05,77.9,Instagram,226,83,12,11,4
Artisan Glass Earrings,2023-03-10,63.83,Instagram,278,35,35,7,2
Artisan Glass Earrings,2023-05-28,85.55,Instagram,226,58,35,14,5
Custom Silver Necklace,2023-04-01,49.23,Twitter,102,86,25,11,2
Organic Cotton Scarf,2023-05-19,63.31,Twitter,232,88,45,17,3
Personalized Leather Wallet,2023-05-02,37.08,Facebook,336,26,8,16,8
Natural Stone Coaster Set,2023-04-21,75.42,Instagram,233,87,7,18,7
Custom Silver Necklace,2023-04-10,88.93,Facebook,178,45,11,20,10
Personalized Leather Wallet,2023-03-24,97.98,Facebook,272,87,19,1,0
Organic Cotton Scarf,2023-03-24,70.66,Facebook,170,81,43,7,3
Eco-Friendly Bamboo Clock,2023-03-16,96.57,Instagram,457,42,21,12,4
Natural Stone Coaster Set,2023-05-18,80.85,Instagram,62,40,13,16,6
Natural Stone Coaster Set,2023-03-07,51.65,Facebook,251,50,24,8,4
Artisan Glass Earrings,2023-03-16,85.78,Instagram,479,70,46,6,2
Organic Cotton Scarf,2023-03-22,45.42,Instagram,238,74,10,16,6
Natural Stone Coaster Set,2023-05-24,52.16,Facebook,395,91,11,15,7
Decorative Beaded Bracelet,2023-03-05,81.03,Facebook,129,90,38,0,0
Natural Stone Coaster Set,2023-05-07,92.61,Twitter,146,18,33,8,1
Handmade Ceramic Vase,2023-03-28,95.23,Facebook,395,73,36,5,2
Personalized Leather Wallet,2023-04-18,73.62,Twitter,50,83,22,19,3
Artisan Glass Earrings,2023-04-20,26.66,Twitter,497,40,41,5,1
Decorative Beaded Bracelet,2023-03-26,85.99,Twitter,53,15,49,17,3
Natural Stone Coaster Set,2023-05-20,83.89,Facebook,274,13,43,18,9
Eco-Friendly Bamboo Clock,2023-04-08,61.35,Instagram,156,58,47,4,1
Handmade Ceramic Vase,2023-05-14,79.62,Twitter,306,56,46,1,0
Organic Cotton Scarf,2023-04-14,24.35,Twitter,123,85,16,16,3
Handmade Ceramic Vase,2023-04-29,27.78,Instagram,384,73,42,17,6
Handcrafted Wooden Bowl,2023-04-27,68.68,Twitter,376,56,29,16,3
Handmade Ceramic Vase,2023-04-02,67.34,Instagram,437,53,46,0,0
Vintage Style Linen Dress,2023-04-27,22.93,Facebook,142,27,26,7,3
Natural Stone Coaster Set,2023-05-22,62.26,Twitter,347,82,37,9,1
Organic Cotton Scarf,2023-05-26,23.76,Facebook,206,61,22,1,0
Custom Silver Necklace,2023-04-13,79.06,Twitter,340,11,24,8,1
Eco-Friendly Bamboo Clock,2023-03-22,36.6,Instagram,393,37,35,2,0
Handcrafted Wooden Bowl,2023-04-25,44.48,Facebook,55,49,46,4,2
Handcrafted Wooden Bowl,2023-04-03,71.16,Twitter,136,25,43,10,2
Artisan Glass Earrings,2023-03-09,65.47,Twitter,129,68,8,17,3
Natural Stone Coaster Set,2023-05-09,43.85,Facebook,455,29,42,18,9
Personalized Leather Wallet,2023-05-17,21.82,Facebook,369,73,49,1,0
Vintage Style Linen Dress,2023-04-06,81.79,Facebook,495,46,37,19,9
Decorative Beaded Bracelet,2023-03-26,35.4,Instagram,63,34,48,1,0
Natural Stone Coaster Set,2023-03-02,53.67,Instagram,108,78,37,19,7
Natural Stone Coaster Set,2023-05-12,40.5,Instagram,494,41,38,7,2
Natural Stone Coaster Set,2023-05-21,50.54,Facebook,238,72,25,2,1
Handcrafted Wooden Bowl,2023-05-29,32.95,Twitter,211,93,8,12,2
Decorative Beaded Bracelet,2023-03-22,92.93,Instagram,358,61,33,6,2
Organic Cotton Scarf,2023-03-01,35.43,Instagram,373,70,28,10,4
Handcrafted Wooden Bowl,2023-03-26,90.3,Twitter,359,79,40,4,0
Handmade Ceramic Vase,2023-03-03,84.56,Twitter,214,50,45,10,2
Handmade Ceramic Vase,2023-05-19,61.13,Twitter,68,68,27,10,2
Vintage Style Linen Dress,2023-04-13,55.69,Facebook,88,58,48,16,8
Custom Silver Necklace,2023-03-14,57.0,Facebook,52,65,23,19,9
Handmade Ceramic Vase,2023-05-21,92.14,Facebook,293,26,18,1,0
Artisan Glass Earrings,2023-04-06,31.48,Instagram,399,82,41,4,1
Decorative Beaded Bracelet,2023-05-16,87.06,Instagram,179,15,29,8,3
Personalized Leather Wallet,2023-03-12,90.35,Facebook,335,69,8,20,10
Decorative Beaded Bracelet,2023-04-13,41.76,Instagram,411,74,11,10,4
Organic Cotton Scarf,2023-05-11,80.25,Twitter,91,92,41,13,2
Vintage Style Linen Dress,2023-05-04,22.43,Instagram,234,56,12,20,8
Organic Cotton Scarf,2023-04-07,32.91,Instagram,166,34,42,19,7
Handmade Ceramic Vase,2023-05-12,43.46,Instagram,297,23,48,10,4
Eco-Friendly Bamboo Clock,2023-03-21,56.43,Instagram,361,10,31,3,1
Custom Silver Necklace,2023-03-16,60.28,Instagram,154,75,31,19,7
Handcrafted Wooden Bowl,2023-05-09,74.29,Twitter,414,71,45,8,1
Natural Stone Coaster Set,2023-03-30,21.85,Facebook,224,13,47,0,0
Vintage Style Linen Dress,2023-04-13,62.9,Instagram,358,33,6,16,6
Organic Cotton Scarf,2023-05-04,57.61,Twitter,286,52,45,5,1
Natural Stone Coaster Set,2023-05-14,71.32,Facebook,452,61,41,10,5
Custom Silver Necklace,2023-03-23,72.7,Twitter,425,80,18,15,3
Custom Silver Necklace,2023-03-08,37.09,Facebook,385,20,42,4,2
Eco-Friendly Bamboo Clock,2023-04-21,84.81,Instagram,360,41,44,2,0
Custom Silver Necklace,2023-04-13,44.7,Twitter,76,71,34,8,1
Personalized Leather Wallet,2023-05-30,47.03,Twitter,228,17,19,6,1
Custom Silver Necklace,2023-04-26,37.94,Facebook,159,18,11,18,9
Organic Cotton Scarf,2023-04-04,95.31,Twitter,197,73,25,4,0
Vintage Style Linen Dress,2023-05-14,96.86,Twitter,239,24,22,12,2
Artisan Glass Earrings,2023-03-05,90.1,Instagram,320,32,16,8,3
Decorative Beaded Bracelet,2023-03-16,81.17,Instagram,303,73,43,1,0
Handcrafted Wooden Bowl,2023-04-07,60.01,Facebook,96,55,14,2,1
Custom Silver Necklace,2023-04-09,75.81,Instagram,341,81,16,16,6
Organic Cotton Scarf,2023-03-17,51.72,Twitter,120,100,43,0,0
Custom Silver Necklace,2023-04-27,31.77,Facebook,399,13,7,0,0
Vintage Style Linen Dress,2023-03-13,50.47,Twitter,106,26,38,12,2
Handcrafted Wooden Bowl,2023-03-26,90.08,Twitter,78,77,47,3,0
Handmade Ceramic Vase,2023-05-07,90.56,Facebook,214,13,9,10,5
Artisan Glass Earrings,2023-05-11,26.39,Instagram,300,55,49,8,3
Custom Silver Necklace,2023-03-26,64.22,Instagram,439,49,27,12,4
Organic Cotton Scarf,2023-03-22,20.64,Twitter,365,45,30,6,1
Organic Cotton Scarf,2023-03-29,76.03,Twitter,71,91,42,0,0
Personalized Leather Wallet,2023-03-19,37.36,Facebook,290,96,20,16,8
Vintage Style Linen Dress,2023-05-12,29.49,Instagram,289,64,38,9,3
Decorative Beaded Bracelet,2023-05-17,34.67,Instagram,51,17,21,0,0
Decorative Beaded Bracelet,2023-03-23,95.67,Facebook,404,43,8,20,10
Artisan Glass Earrings,2023-04-23,63.57,Instagram,241,20,50,14,5
Artisan Glass Earrings,2023-03-26,94.21,Facebook,66,23,50,11,5
Decorative Beaded Bracelet,2023-04-06,92.88,Twitter,278,65,40,6,1
Handmade Ceramic Vase,2023-04-17,45.95,Twitter,135,91,12,14,2
Artisan Glass Earrings,2023-05-20,92.16,Instagram,385,82,33,12,4
Handmade Ceramic Vase,2023-05-25,74.71,Twitter,410,51,12,8,1
Handcrafted Wooden Bowl,2023-05-17,96.9,Instagram,385,51,14,8,3
Custom Silver Necklace,2023-04-08,50.83,Twitter,343,75,12,1,0
Vintage Style Linen Dress,2023-05-09,39.47,Facebook,364,11,29,5,2
Handcrafted Wooden Bowl,2023-05-18,75.53,Facebook,225,93,25,8,4
Decorative Beaded Bracelet,2023-04-11,99.63,Twitter,358,53,8,20,4
Personalized Leather Wallet,2023-03-12,60.95,Twitter,373,46,6,4,0
Natural Stone Coaster Set,2023-03-17,87.9,Facebook,256,21,5,16,8
Handcrafted Wooden Bowl,2023-04-13,48.94,Facebook,138,17,5,0,0
Natural Stone Coaster Set,2023-05-04,97.16,Twitter,250,71,39,16,3
Personalized Leather Wallet,2023-03-26,49.94,Twitter,426,70,39,16,3
Decorative Beaded Bracelet,2023-04-02,88.2,Twitter,297,45,40,4,0
Artisan Glass Earrings,2023-03-11,32.71,Twitter,174,45,22,11,2
Vintage Style Linen Dress,2023-03-22,72.62,Facebook,169,58,22,4,2
Vintage Style Linen Dress,2023-05-01,88.3,Twitter,285,49,26,12,2
Personalized Leather Wallet,2023-04-21,99.67,Facebook,430,38,38,5,2
Personalized Leather Wallet,2023-05-21,66.12,Twitter,403,14,35,20,4
Natural Stone Coaster Set,2023-05-28,95.35,Twitter,177,26,29,15,3
Personalized Leather Wallet,2023-05-04,97.35,Twitter,226,51,8,1,0
Natural Stone Coaster Set,2023-03-06,33.83,Facebook,295,30,11,14,7
Handmade Ceramic Vase,2023-04-25,98.99,Instagram,389,23,34,10,4
Handmade Ceramic Vase,2023-04-10,64.74,Facebook,156,67,8,1,0
Eco-Friendly Bamboo Clock,2023-04-16,61.49,Twitter,272,31,19,11,2
Decorative Beaded Bracelet,2023-05-24,49.8,Twitter,197,55,12,9,1
Custom Silver Necklace,2023-04-24,94.91,Facebook,498,58,45,5,2
Custom Silver Necklace,2023-05-22,96.64,Twitter,272,83,50,17,3
Natural Stone Coaster Set,2023-04-21,87.98,Facebook,107,75,29,3,1
Artisan Glass Earrings,2023-05-01,80.87,Instagram,365,39,13,1,0
Natural Stone Coaster Set,2023-04-02,62.3,Instagram,329,49,26,17,6
Organic Cotton Scarf,2023-05-28,22.41,Twitter,456,22,45,11,2
Artisan Glass Earrings,2023-05-26,72.07,Instagram,278,65,9,3,1
Vintage Style Linen Dress,2023-05-26,43.52,Facebook,173,76,34,3,1
Handcrafted Wooden Bowl,2023-04-28,99.19,Facebook,73,21,42,6,3
Vintage Style Linen Dress,2023-03-30,43.36,Twitter,441,11,42,13,2
Custom Silver Necklace,2023-05-14,82.89,Facebook,293,53,18,7,3
Natural Stone Coaster Set,2023-03-06,56.29,Twitter,112,66,19,13,2
Handcrafted Wooden Bowl,2023-03-08,60.83,Twitter,91,88,44,20,4
Organic Cotton Scarf,2023-04-21,75.95,Facebook,74,55,27,19,9
Decorative Beaded Bracelet,2023-03-18,73.27,Twitter,487,44,42,17,3
Artisan Glass Earrings,2023-04-06,76.36,Facebook,67,99,18,4,2
Organic Cotton Scarf,2023-03-16,65.68,Instagram,492,55,11,17,6
Custom Silver Necklace,2023-03-14,22.61,Facebook,465,19,32,8,4
Personalized Leather Wallet,2023-03-01,77.51,Instagram,291,54,27,17,6
Custom Silver Necklace,2023-05-26,42.38,Instagram,481,47,50,9,3
Personalized Leather Wallet,2023-03-16,46.27,Twitter,384,22,23,18,3
Vintage Style Linen Dress,2023-05-16,99.69,Instagram,167,11,27,8,3
Natural Stone Coaster Set,2023-03-04,90.1,Facebook,126,15,13,19,9
Eco-Friendly Bamboo Clock,2023-03-22,89.7,Facebook,362,60,34,4,2
Personalized Leather Wallet,2023-05-07,93.83,Facebook,344,82,6,4,2
Decorative Beaded Bracelet,2023-05-11,93.52,Facebook,429,18,10,8,4
Eco-Friendly Bamboo Clock,2023-04-13,28.04,Instagram,498,79,24,16,6
Handcrafted Wooden Bowl,2023-03-02,85.81,Instagram,368,91,30,2,0
Vintage Style Linen Dress,2023-05-29,27.37,Facebook,463,96,48,8,4
Eco-Friendly Bamboo Clock,2023-04-12,39.65,Facebook,316,72,42,18,9
Vintage Style Linen Dress,2023-05-24,33.87,Twitter,142,86,42,1,0
Handmade Ceramic Vase,2023-05-26,70.69,Twitter,380,64,38,4,0
Vintage Style Linen Dress,2023-05-17,94.34,Facebook,123,98,14,4,2
Organic Cotton Scarf,2023-05-01,30.73,Facebook,295,100,19,6,3
Handmade Ceramic Vase,2023-03-04,54.14,Instagram,384,54,12,6,2
Organic Cotton Scarf,2023-03-09,99.7,Facebook,207,81,33,15,7
Decorative Beaded Bracelet,2023-04-16,56.67,Facebook,267,25,11,17,8
Personalized Leather Wallet,2023-03-18,50.78,Facebook,116,26,38,8,4
Handmade Ceramic Vase,2023-05-05,75.05,Twitter,465,66,31,15,3
Decorative Beaded Bracelet,2023-03-06,73.17,Facebook,196,75,25,14,7
Decorative Beaded Bracelet,2023-04-02,72.26,Twitter,135,58,19,0,0
Vintage Style Linen Dress,2023-05-24,97.59,Instagram,282,13,9,10,4
Decorative Beaded Bracelet,2023-04-04,21.89,Instagram,98,87,17,16,6
Custom Silver Necklace,2023-05-15,31.76,Instagram,327,63,27,0,0
Artisan Glass Earrings,2023-04-12,99.08,Twitter,271,71,39,11,2
Organic Cotton Scarf,2023-03-08,33.91,Instagram,194,64,44,10,4
Vintage Style Linen Dress,2023-03-27,91.05,Twitter,66,48,30,3,0
Personalized Leather Wallet,2023-04-02,55.91,Facebook,378,73,47,20,10
Artisan Glass Earrings,2023-03-02,36.17,Facebook,132,17,20,0,0
Eco-Friendly Bamboo Clock,2023-04-28,37.48,Facebook,368,23,43,17,8
Personalized Leather Wallet,2023-05-24,58.38,Instagram,468,18,23,18,7
Decorative Beaded Bracelet,2023-04-28,72.1,Twitter,92,75,48,6,1
Natural Stone Coaster Set,2023-05-25,60.28,Facebook,274,67,22,7,3
Personalized Leather Wallet,2023-05-04,98.14,Instagram,333,58,33,5,2
Organic Cotton Scarf,2023-03-21,48.11,Twitter,216,29,42,14,2
Organic Cotton Scarf,2023-03-28,48.42,Facebook,313,59,26,15,7
Artisan Glass Earrings,2023-03-17,44.43,Instagram,414,11,12,18,7
Handcrafted Wooden Bowl,2023-03-02,86.28,Instagram,301,96,16,13,5
Vintage Style Linen Dress,2023-04-03,38.23,Twitter,215,14,46,15,3
Organic Cotton Scarf,2023-03-17,34.72,Instagram,99,79,41,1,0
Artisan Glass Earrings,2023-04-14,83.45,Instagram,187,61,9,7,2
Eco-Friendly Bamboo Clock,2023-05-06,36.79,Twitter,411,71,25,9,1
Handmade Ceramic Vase,2023-05-18,74.63,Facebook,328,99,35,8,4
Handmade Ceramic Vase,2023-04-01,32.08,Twitter,408,68,37,3,0
Artisan Glass Earrings,2023-04-21,68.58,Facebook,65,75,35,19,9
Organic Cotton Scarf,2023-04-04,29.51,Twitter,214,97,7,11,2
Natural Stone Coaster Set,2023-04-11,48.78,Instagram,408,87,21,13,5
Natural Stone Coaster Set,2023-05-04,75.27,Facebook,204,82,45,12,6
Artisan Glass Earrings,2023-03-21,58.3,Twitter,159,59,7,2,0
Eco-Friendly Bamboo Clock,2023-04-09,73.08,Instagram,104,38,26,7,2
Custom Silver Necklace,2023-04-12,50.02,Facebook,400,69,43,20,10
Artisan Glass Earrings,2023-03-11,53.92,Twitter,347,83,41,18,3
Eco-Friendly Bamboo Clock,2023-03-01,86.4,Instagram,150,94,27,11,4
Handcrafted Wooden Bowl,2023-03-08,22.75,Facebook,99,22,25,5,2
Eco-Friendly Bamboo Clock,2023-05-24,80.86,Facebook,127,48,23,16,8
Decorative Beaded Bracelet,2023-03-30,31.63,Facebook,395,21,32,5,2
Custom Silver Necklace,2023-04-21,86.05,Twitter,422,42,22,12,2
Decorative Beaded Bracelet,2023-04-27,54.57,Twitter,500,77,33,1,0
Artisan Glass Earrings,2023-04-28,65.72,Instagram,181,74,40,9,3
Organic Cotton Scarf,2023-04-09,31.67,Instagram,107,70,6,5,2
Decorative Beaded Bracelet,2023-04-17,58.11,Instagram,467,29,42,13,5
Decorative Beaded Bracelet,2023-05-29,30.81,Facebook,280,77,31,0,0
Decorative Beaded Bracelet,2023-04-06,80.62,Facebook,389,52,5,17,8
Eco-Friendly Bamboo Clock,2023-03-11,28.03,Instagram,441,59,8,4,1
Eco-Friendly Bamboo Clock,2023-05-03,70.53,Facebook,119,34,16,0,0
Decorative Beaded Bracelet,2023-05-23,78.83,Facebook,67,63,25,5,2
Personalized Leather Wallet,2023-05-30,62.06,Facebook,324,16,13,12,6
Handmade Ceramic Vase,2023-03-04,70.34,Twitter,244,43,21,20,4
Handcrafted Wooden Bowl,2023-03-26,74.01,Instagram,333,32,34,5,2
Handcrafted Wooden Bowl,2023-04-23,24.82,Facebook,104,51,40,9,4
Organic Cotton Scarf,2023-04-19,59.98,Twitter,260,54,34,15,3
Decorative Beaded Bracelet,2023-04-06,63.88,Twitter,402,40,9,3,0
Artisan Glass Earrings,2023-03-08,27.1,Instagram,269,76,5,6,2
Vintage Style Linen Dress,2023-03-11,55.0,Instagram,219,89,13,8,3
Personalized Leather Wallet,2023-04-23,30.49,Twitter,273,25,8,5,1
Decorative Beaded Bracelet,2023-04-05,70.34,Facebook,335,78,36,3,1
Eco-Friendly Bamboo Clock,2023-04-14,95.02,Twitter,70,14,45,17,3
Handmade Ceramic Vase,2023-03-17,98.36,Instagram,413,10,16,13,5
Custom Silver Necklace,2023-03-31,95.43,Facebook,468,74,10,10,5
Organic Cotton Scarf,2023-04-17,81.11,Instagram,445,15,19,12,4
Natural Stone Coaster Set,2023-03-22,47.34,Twitter,295,51,35,20,4
Natural Stone Coaster Set,2023-03-28,93.31,Twitter,412,49,39,5,1
Personalized Leather Wallet,2023-05-21,81.82,Twitter,280,48,25,17,3
Natural Stone Coaster Set,2023-04-19,62.42,Facebook,87,99,26,8,4
Organic Cotton Scarf,2023-05-08,34.07,Facebook,474,35,46,7,3
Natural Stone Coaster Set,2023-05-28,72.9,Facebook,143,46,43,1,0
Organic Cotton Scarf,2023-03-17,92.86,Twitter,216,45,10,3,0
Decorative Beaded Bracelet,2023-04-27,69.45,Instagram,135,34,29,3,1
Decorative Beaded Bracelet,2023-04-02,78.88,Facebook,350,49,47,15,7
Personalized Leather Wallet,2023-05-30,45.03,Twitter,238,45,47,14,2
